,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,XVAR,YVAR,ZVAR,XMFCC0,XMFCC1,XMFCC2,XMFCC3,XMFCC4,XMFCC5,XMFCC6,XMFCC7,XMFCC8,XMFCC9,XMFCC10,XMFCC11,XMFCC12,YMFCC0,YMFCC1,YMFCC2,YMFCC3,YMFCC4,YMFCC5,YMFCC6,YMFCC7,YMFCC8,YMFCC9,YMFCC10,YMFCC11,YMFCC12,ZMFCC0,ZMFCC1,ZMFCC2,ZMFCC3,ZMFCC4,ZMFCC5,ZMFCC6,ZMFCC7,ZMFCC8,ZMFCC9,ZMFCC10,ZMFCC11,ZMFCC12,XYCOS,XZCOS,YZCOS,XYCOR,XZCOR,YZCOR,RESULTANT
2514,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37841457678310597,-0.2127320775681499,-0.7914738757473355,0.34963836877906257,0.3673955861687669,0.2735092485549133,0.003762431122398234,0.005105951536722106,0.0068948281590313415,0.00480532,0.00679675,0.0065878,0.0693204,0.0824424,0.0811653,0.234192,0.33102,0.330489,0.329603,0.328364,0.326774,0.324834,0.322546,0.319912,0.316936,0.313621,0.30997,0.305987,0.169107,0.239026,0.238642,0.238002,0.237108,0.23596,0.234559,0.232907,0.231005,0.228856,0.226462,0.223826,0.220949,0.317215,0.44837,0.447649,0.44645,0.444772,0.442618,0.43999,0.436891,0.433324,0.429293,0.424802,0.419857,0.414461,-0.999446,-0.999895,0.999354,-0.259491,-0.412238,-0.0169787,0.42458572483577983
2515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5516714942358,-0.0483323448374237,-0.7573077626625846,0.3260876654079683,0.3455504618857841,0.27068959537572257,0.01569660038060884,0.037123245514270035,0.02152460408283805,0.0222599,0.0467662,0.0215733,0.149198,0.216255,0.146878,0.298265,0.421585,0.420908,0.41978,0.418202,0.416177,0.413706,0.410792,0.407438,0.403648,0.399426,0.394775,0.389703,0.0945502,0.133643,0.133428,0.13307,0.13257,0.131928,0.131145,0.130221,0.129158,0.127957,0.126618,0.125144,0.123536,0.312957,0.442351,0.441641,0.440457,0.438802,0.436677,0.434084,0.431027,0.427508,0.423531,0.4191,0.414221,0.408898,0.703511,0.997591,0.691972,0.200858,-0.302646,-0.180649,0.44786632634993023
2516,0.925,0.04,0.02,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.33,0.145,0.01,0.005,0.0,0.0,0.0,0.0,0.0,0.19,0.445,0.165,0.07,0.05,0.055,0.005,0.01,0.01,0.0,-0.7496422647488425,-0.2307074377435266,0.02824981467040214,0.39538129430716157,0.3604125872514916,0.2832369942196532,0.19570455735987427,0.1658335228869235,0.2698992210860497,0.300781,0.22939,0.293049,0.548435,0.478947,0.54134,0.475398,0.671954,0.670875,0.669077,0.666563,0.663334,0.659396,0.654751,0.649406,0.643365,0.636635,0.629223,0.621137,0.413884,0.585006,0.584067,0.582501,0.580312,0.577502,0.574073,0.570029,0.565375,0.560116,0.554257,0.547804,0.540765,0.456891,0.645796,0.644758,0.64303,0.640614,0.637511,0.633726,0.629262,0.624125,0.618319,0.611851,0.604728,0.596957,0.658808,-0.158004,-0.427429,0.116935,-0.22232,-0.523159,0.470440381949393
2517,0.16,0.065,0.15,0.225,0.235,0.08,0.025,0.03,0.005,0.025,0.79,0.1,0.05,0.01,0.04,0.01,0.0,0.0,0.0,0.0,0.535,0.165,0.17,0.075,0.025,0.025,0.0,0.0,0.0,0.005,0.2835730613390109,-0.6081351962101817,-0.2510855019303161,0.3312365896447601,0.3724268008938239,0.28901734104046245,0.2850422051441871,0.4066138592664945,0.36827955996899114,0.429267,0.608299,0.370295,0.655185,0.779935,0.608519,0.50803,0.718078,0.716925,0.715004,0.712317,0.708867,0.704658,0.699695,0.693982,0.687526,0.680334,0.672414,0.663773,0.560607,0.792394,0.791121,0.789001,0.786036,0.782229,0.777585,0.772108,0.765804,0.75868,0.750744,0.742004,0.732469,0.491766,0.69509,0.693973,0.692114,0.689513,0.686173,0.682099,0.677295,0.671765,0.665516,0.658554,0.650887,0.642523,-0.528982,-0.413221,0.332072,-0.301915,-0.248554,0.0406135,0.5495035608013854
2518,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.785135213197006,0.1607301856620545,0.0915269233361253,0.18981236915732427,0.23156661061070286,0.22880520231213874,0.002976858451969684,0.005353921083265318,0.008901759016574994,0.00455562,0.0084109,0.0106737,0.0674953,0.091711,0.103314,0.339303,0.47959,0.47882,0.477537,0.475742,0.473438,0.470627,0.467312,0.463497,0.459185,0.454382,0.449092,0.443321,0.126317,0.178544,0.178257,0.177779,0.177111,0.176254,0.175207,0.173973,0.172553,0.170948,0.169159,0.16719,0.165042,0.0232232,0.032825,0.0327723,0.0326845,0.0325617,0.032404,0.0322116,0.0319847,0.0317235,0.0314284,0.0310997,0.0307376,0.0303426,0.998192,0.986962,0.990809,-0.652156,-0.605608,0.540462,0.42324993845795056
2519,0.01,0.48,0.37,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.47,0.19,0.08,0.05,0.0,0.0,0.11,0.54,0.155,0.175,0.02,0.0,0.0,0.0,0.0,0.03262495977025722,0.7172020810967049,0.2386438687192521,0.40434870510588067,0.3532291690663227,0.28034682080924855,0.09139187459800678,0.12405368157672905,0.17531008896600095,0.122241,0.173819,0.166271,0.34963,0.416916,0.407764,0.300325,0.424496,0.423814,0.422679,0.42109,0.419051,0.416563,0.413629,0.410252,0.406435,0.402184,0.397501,0.392394,0.39507,0.558414,0.557517,0.556023,0.553934,0.551251,0.547978,0.544118,0.539676,0.534656,0.529063,0.522903,0.516184,0.331149,0.468065,0.467313,0.466061,0.464309,0.462061,0.459317,0.456082,0.452358,0.44815,0.443462,0.438299,0.432667,0.281098,-0.2761,0.658825,0.268385,-0.652606,-0.255292,0.44614746770661934
2520,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5529010802201701,-0.31922461880344444,0.5137192039973428,0.31304415879164954,0.26267479094197055,0.21342832369942194,0.003566444092274436,0.003301711334412674,0.003647227656982539,0.00536225,0.00489952,0.00363348,0.0732274,0.0699966,0.0602783,0.287948,0.407002,0.406348,0.405259,0.403736,0.401781,0.399395,0.396582,0.393344,0.389685,0.385609,0.381119,0.376222,0.222152,0.314002,0.313498,0.312658,0.311483,0.309974,0.308134,0.305964,0.303465,0.300643,0.297498,0.294034,0.290256,0.257265,0.363633,0.363048,0.362076,0.360715,0.358968,0.356837,0.354323,0.35143,0.348161,0.344519,0.340508,0.336133,0.999691,-0.999863,-0.999792,-0.608248,0.246258,0.18312,0.4130076139391662
2521,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.36031408082258476,-0.357682114730591,0.6295131367395469,0.24456574905597622,0.22676749061254578,0.19470635838150288,0.0015887899423782086,0.0018625178960889521,0.002430229982649784,0.00212578,0.00243912,0.0022693,0.0461062,0.0493874,0.0476372,0.226557,0.320228,0.319714,0.318857,0.317659,0.31612,0.314243,0.31203,0.309482,0.306603,0.303396,0.299864,0.296011,0.239594,0.338656,0.338112,0.337206,0.335939,0.334312,0.332327,0.329986,0.327292,0.324247,0.320855,0.31712,0.313045,0.284386,0.401967,0.401322,0.400246,0.398742,0.396811,0.394455,0.391677,0.388479,0.384865,0.380839,0.376405,0.371568,-0.999954,0.999962,-0.999964,-0.0769668,-0.0577778,-0.0621135,0.3970403672656759
2522,0.27,0.175,0.155,0.17,0.08,0.055,0.045,0.045,0.005,0.0,0.0,0.0,0.005,0.115,0.15,0.315,0.28,0.095,0.035,0.005,0.405,0.23,0.155,0.11,0.05,0.035,0.015,0.0,0.0,0.0,0.0984015382203187,0.6960149850974856,-0.10346205316311893,0.3313755029902239,0.2521239835057246,0.22157976878612717,0.3160578472392597,0.1655197559441776,0.3282494739562184,0.432089,0.219477,0.317545,0.657334,0.468483,0.563512,0.490542,0.69336,0.692246,0.690391,0.687796,0.684465,0.680401,0.675609,0.670093,0.663859,0.656915,0.649267,0.640924,0.44556,0.629779,0.628767,0.627082,0.624726,0.6217,0.618009,0.613656,0.608646,0.602984,0.596676,0.58973,0.582152,0.466632,0.659564,0.658504,0.656739,0.654271,0.651103,0.647237,0.642678,0.637431,0.631501,0.624895,0.61762,0.609684,0.250688,0.646107,-0.183269,0.221665,0.723577,0.121199,0.5150486506095902
2523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6407116744650475,0.09778902244010841,-0.6445050977673801,0.2595390424761793,0.21861365154691426,0.20766416184971098,0.004520943432508239,0.004257255442418079,0.007746668389383145,0.00626527,0.00620051,0.00741234,0.0791535,0.0787433,0.086095,0.308958,0.436699,0.435998,0.434829,0.433195,0.431097,0.428538,0.425519,0.422045,0.418119,0.413745,0.408928,0.403674,0.0523681,0.07402,0.0739011,0.073703,0.073426,0.0730704,0.0726366,0.072125,0.0715361,0.0708706,0.0701293,0.0693128,0.0684222,0.288298,0.407497,0.406842,0.405752,0.404227,0.40227,0.399881,0.397065,0.393823,0.390159,0.386078,0.381583,0.37668,-0.997844,0.999656,-0.997128,-0.21835,-0.87284,0.466745,0.446354767241491
2524,0.04,0.095,0.34,0.33,0.185,0.0,0.01,0.0,0.0,0.0,0.975,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215,0.525,0.205,0.05,0.005,0.0,0.0,0.0,0.0,0.0,0.21885145115902918,-0.6838069354875037,-0.10741414666551136,0.4000006521753308,0.3832828445714022,0.2774566473988439,0.14241202564799652,0.24557782624402905,0.15644265199896637,0.185605,0.313945,0.162999,0.430819,0.560308,0.403731,0.383047,0.54142,0.54055,0.539101,0.537075,0.534474,0.531301,0.527559,0.523252,0.518384,0.512961,0.506989,0.500475,0.461425,0.652205,0.651157,0.649412,0.646971,0.643838,0.640015,0.635507,0.630319,0.624455,0.617923,0.610729,0.602881,0.384218,0.543076,0.542203,0.54075,0.538718,0.536109,0.532926,0.529172,0.524852,0.519969,0.51453,0.50854,0.502005,-0.599781,-0.36359,0.444124,0.12684,-0.0852062,0.133153,0.44202738945104486
2525,0.0,0.16,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.985,0.005,0.0,0.0,0.0,0.0,0.0,0.018734186616492957,-0.6354890051727116,0.3913958929035612,0.2693764551662069,0.24869151558432584,0.20338265895953758,0.015541240360451162,0.006557160442618783,0.014174388128022445,0.0243286,0.0105032,0.0225393,0.155976,0.102485,0.150131,0.061213,0.0865219,0.0863829,0.0861514,0.0858276,0.085412,0.0849049,0.0843068,0.0836185,0.0828406,0.0819741,0.0810197,0.0799786,0.323302,0.456973,0.456239,0.455017,0.453307,0.451111,0.448433,0.445274,0.441639,0.437531,0.432954,0.427913,0.422415,0.233151,0.329548,0.329019,0.328137,0.326904,0.325321,0.323389,0.321112,0.31849,0.315527,0.312227,0.308592,0.304626,-0.541627,0.534596,-0.997253,0.616578,-0.221631,-0.340204,0.4061235418853029
2526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7497511945139008,0.009349094212419012,-0.27852294717384396,0.27079428433540076,0.2413370499205234,0.21647976878612718,0.0005135553772602795,0.00047517762286417703,0.0011279763003433129,0.000699464,0.000631509,0.00107448,0.0264474,0.0251298,0.0327792,0.331919,0.469153,0.4684,0.467144,0.465389,0.463135,0.460385,0.457142,0.45341,0.449192,0.444493,0.439319,0.433673,-0.271875,-0.384283,-0.383666,-0.382638,-0.3812,-0.379353,-0.377101,-0.374445,-0.371388,-0.367933,-0.364084,-0.359846,-0.355221,0.167739,0.237092,0.236711,0.236077,0.23519,0.234051,0.232661,0.231022,0.229136,0.227005,0.22463,0.222015,0.219162,-0.997432,0.999987,-0.997341,0.0673764,0.19488,0.222136,0.41182298347218077
2527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4794271284628525,-0.2688218380017868,-0.7474318612868132,0.28665388403018266,0.3218364855214356,0.29222890173410404,0.005523741636883252,0.007029182332713381,0.006884307283399166,0.00722558,0.00841712,0.00654776,0.0850034,0.0917448,0.0809183,0.268864,0.380027,0.379417,0.3784,0.376978,0.375152,0.372925,0.370298,0.367275,0.363858,0.360052,0.35586,0.351288,0.199867,0.282504,0.28205,0.281294,0.280237,0.27888,0.277224,0.275271,0.273024,0.270484,0.267655,0.264539,0.261139,0.309426,0.437361,0.436658,0.435488,0.433851,0.43175,0.429187,0.426164,0.422684,0.418752,0.414372,0.409548,0.404285,0.999016,0.999734,0.999258,-0.474142,-0.193834,-0.299188,0.44647137322985625
2528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7708588121704255,-0.0649519140534088,-0.12683765127227564,0.2493611942634658,0.23396645856849962,0.23498381502890173,0.0005864300349444005,0.0005059582268488165,0.0026273671970172396,0.000781781,0.000673531,0.00244523,0.0279603,0.0259525,0.0494493,0.335856,0.474718,0.473955,0.472685,0.470909,0.468628,0.465846,0.462565,0.458788,0.45452,0.449766,0.444529,0.438817,-0.00765076,-0.010814,-0.0107966,-0.0107677,-0.0107272,-0.0106753,-0.0106119,-0.0105372,-0.0104511,-0.0103539,-0.0102456,-0.0101263,-0.0099962,0.0553447,0.0782273,0.0781016,0.0778923,0.0775996,0.0772238,0.0767652,0.0762245,0.0756022,0.0748989,0.0741154,0.0732526,0.0723113,0.999942,0.999643,0.99959,0.25417,-0.378909,-0.0179093,0.4091267938967562
2529,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3752927487435942,-0.0657455386301699,-0.8709769035997265,0.3209387411711765,0.30196733396300307,0.21231676300578037,0.005565529039658911,0.012609885331228175,0.0038355513307984793,0.00905169,0.0177219,0.00389402,0.0951403,0.133124,0.0624021,0.228153,0.322484,0.321966,0.321103,0.319896,0.318347,0.316457,0.314228,0.311662,0.308763,0.305533,0.301976,0.298096,0.054672,0.0772765,0.0771523,0.0769456,0.0766564,0.0762852,0.0758322,0.0752981,0.0746833,0.0739886,0.0732146,0.0723623,0.0714324,0.331783,0.468961,0.468208,0.466953,0.465198,0.462945,0.460197,0.456955,0.453225,0.449008,0.444311,0.439139,0.433496,-0.95862,-0.999501,0.961937,0.310185,0.491833,0.329987,0.4390949647806727
2530,0.17,0.105,0.095,0.105,0.11,0.2,0.1,0.045,0.035,0.035,0.55,0.075,0.11,0.085,0.12,0.05,0.01,0.0,0.0,0.0,0.11,0.105,0.16,0.185,0.205,0.075,0.08,0.04,0.015,0.025,0.41568423571740976,-0.30934691701889655,0.3871414955376484,0.6376826906145449,0.5442419774701099,0.43352601156069365,0.3666397013480449,0.47533484084188554,0.4101129609804718,0.461014,0.577018,0.425478,0.67898,0.759617,0.652287,0.467189,0.660351,0.65929,0.657523,0.655052,0.65188,0.648009,0.643445,0.638192,0.632255,0.625641,0.618357,0.610411,0.490956,0.693945,0.692831,0.690974,0.688377,0.685043,0.680976,0.676179,0.670659,0.66442,0.65747,0.649816,0.641465,0.494942,0.699579,0.698455,0.696583,0.693966,0.690605,0.686504,0.681669,0.676103,0.669814,0.662807,0.655091,0.646673,-0.891224,0.500131,-0.439126,-0.871546,0.243827,-0.254225,0.541328185394884
2531,0.0,0.0,0.0,0.03,0.095,0.845,0.03,0.0,0.0,0.0,0.0,0.07,0.87,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.57,0.29,0.08,0.045,0.0,0.0,0.005,0.0,0.7111677765949546,0.08714554914075932,0.2780848953970867,0.2543483790182153,0.2793199566910088,0.24662832369942195,0.055786845787111024,0.0398521481996869,0.1245274834803795,0.0880689,0.0624314,0.142218,0.296764,0.249863,0.377118,0.361175,0.510505,0.509685,0.508319,0.506409,0.503956,0.500964,0.497435,0.493374,0.488784,0.483671,0.478041,0.471898,0.242623,0.342936,0.342386,0.341468,0.340185,0.338537,0.336527,0.334157,0.331429,0.328346,0.324911,0.321128,0.317002,0.360086,0.508966,0.508149,0.506787,0.504882,0.502437,0.499454,0.495936,0.491887,0.487311,0.482214,0.4766,0.470475,0.779713,0.748553,0.696551,-0.0926685,-0.778842,0.125388,0.4088482351467723
2532,0.925,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.96,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.243368075326583,-0.6991629066284282,-0.0717836890698861,0.41956591209980887,0.26385081434725516,0.2935809248554913,0.016954267261671895,0.0075145510255964255,0.03317785817121341,0.0263717,0.0116852,0.0356593,0.162394,0.108098,0.188837,0.188407,0.266305,0.265877,0.265164,0.264168,0.262888,0.261327,0.259487,0.257368,0.254974,0.252307,0.24937,0.246165,0.334556,0.47288,0.47212,0.470855,0.469085,0.466814,0.464042,0.460774,0.457012,0.45276,0.448024,0.442808,0.437118,0.0802923,0.11349,0.113307,0.113004,0.112579,0.112034,0.111369,0.110584,0.109681,0.108661,0.107524,0.106273,0.104907,0.990109,0.875478,0.821062,-0.823715,0.763919,-0.717774,0.4240143554927898
2533,0.51,0.29,0.195,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.05,0.165,0.14,0.13,0.065,0.08,0.04,0.035,0.19,0.235,0.18,0.19,0.235,0.03,0.04,0.03,0.02,0.01,0.03,-0.3647092317975887,0.5458689629802026,0.1461995398049466,0.22151461198828692,0.275316754590062,0.17341040462427745,0.2865016477577896,0.4362946064198456,0.3938369818007309,0.413879,0.546245,0.410879,0.643334,0.739084,0.640998,0.502523,0.710295,0.709153,0.707253,0.704595,0.701183,0.69702,0.69211,0.686459,0.680074,0.67296,0.665125,0.656578,0.544609,0.769781,0.768544,0.766484,0.763604,0.759906,0.755394,0.750073,0.743949,0.737029,0.729319,0.720828,0.711566,0.503968,0.712337,0.711193,0.709287,0.706622,0.703199,0.699024,0.694101,0.688434,0.68203,0.674895,0.667038,0.658467,-0.779457,-0.593442,0.355048,-0.630592,-0.571257,0.257978,0.4985640188469827
2534,0.14,0.205,0.22,0.11,0.14,0.1,0.06,0.025,0.0,0.0,0.9,0.06,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.285,0.17,0.085,0.03,0.01,0.0,0.0,0.0,0.0,0.20171564379966828,-0.6790636566340588,-0.19665540247812147,0.3913051984895619,0.3383514939298302,0.2919815028901734,0.275979205760853,0.3060947054337209,0.30674074347521135,0.364628,0.417044,0.307814,0.603845,0.64579,0.55481,0.491049,0.694076,0.692961,0.691104,0.688507,0.685172,0.681104,0.676307,0.670785,0.664545,0.657593,0.649938,0.641586,0.519713,0.734591,0.733411,0.731446,0.728697,0.725168,0.720862,0.715785,0.709941,0.703337,0.695979,0.687877,0.679037,0.469397,0.663472,0.662406,0.660631,0.658148,0.654961,0.651072,0.646486,0.641208,0.635243,0.628598,0.62128,0.613297,-0.398757,-0.163475,0.414691,-0.0809579,0.02259,0.119041,0.5115331959973914
2535,0.0,0.0,0.0,0.0,0.0,0.745,0.255,0.0,0.0,0.0,0.0,0.345,0.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.6,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112230667029766,-0.0170089114783144,-0.10255321607024231,0.3027958756432079,0.33199970052293304,0.4552023121387283,0.010436838161672558,0.06405756185022143,0.09393019306729669,0.0132526,0.0740225,0.089778,0.11512,0.272071,0.29963,0.342042,0.483461,0.482684,0.481391,0.479582,0.477259,0.474426,0.471084,0.467238,0.462891,0.458049,0.452717,0.446899,0.142297,0.20113,0.200807,0.200269,0.199516,0.19855,0.197371,0.195981,0.194381,0.192573,0.190558,0.18834,0.18592,0.192174,0.271629,0.271193,0.270466,0.26945,0.268145,0.266553,0.264675,0.262514,0.260072,0.257352,0.254356,0.251087,-0.205952,-0.63284,0.13462,0.296976,0.669432,-0.001781,0.4330573658275354
2536,0.065,0.5,0.25,0.125,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.145,0.46,0.165,0.085,0.055,0.015,0.025,0.05,0.295,0.415,0.185,0.03,0.0,0.0,0.0,0.0,0.028480347254887396,0.7108244055886305,0.29605079475108065,0.3721234176596036,0.32522403188278926,0.246978612716763,0.12665455437600706,0.1559461846207367,0.16548322197201817,0.174099,0.222779,0.173065,0.417252,0.471994,0.416011,0.362923,0.512976,0.512152,0.51078,0.50886,0.506396,0.503389,0.499844,0.495763,0.491151,0.486013,0.480355,0.474182,0.435736,0.615894,0.614905,0.613257,0.610952,0.607993,0.604383,0.600126,0.595227,0.58969,0.583521,0.576728,0.569317,0.385821,0.545341,0.544465,0.543005,0.540965,0.538345,0.535149,0.531379,0.527041,0.522138,0.516676,0.510661,0.504099,0.291197,-0.0472093,0.718962,0.510057,-0.252661,-0.119196,0.454962016678975
2537,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4182119014020581,-0.5339709757580763,0.4222597695173729,0.26364513835899644,0.2115390817572393,0.1800433526011561,0.004656576774903688,0.003338915129052544,0.0054272859832404305,0.00610014,0.00516367,0.00577412,0.0781034,0.0718587,0.0759876,0.246607,0.348568,0.348008,0.347075,0.345771,0.344097,0.342053,0.339644,0.336871,0.333737,0.330246,0.326402,0.322207,0.297299,0.42022,0.419545,0.41842,0.416848,0.414829,0.412366,0.409461,0.406118,0.402341,0.398132,0.393497,0.38844,0.230178,0.325347,0.324824,0.323953,0.322736,0.321173,0.319266,0.317017,0.314429,0.311504,0.308246,0.304657,0.300742,0.999771,-0.999548,-0.999697,-0.179885,0.422968,0.402166,0.42209726666925784
2538,0.0,0.13,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016926117561623714,-0.694041246555905,-0.10701460493506243,0.39340911610677415,0.30395655278859224,0.25944335260115603,0.0075858524908660515,0.0022695920360731635,0.004806923474473033,0.0104226,0.00354456,0.00467218,0.102091,0.0595362,0.0683534,-0.0822818,-0.116302,-0.116115,-0.115804,-0.115369,-0.11481,-0.114128,-0.113324,-0.112399,-0.111353,-0.110189,-0.108906,-0.107506,0.334006,0.472103,0.471345,0.470082,0.468315,0.466047,0.46328,0.460017,0.456261,0.452017,0.447288,0.442081,0.4364,0.0402501,0.0568917,0.0568003,0.0566481,0.0564352,0.0561619,0.0558284,0.0554352,0.0549826,0.0544711,0.0539013,0.0532738,0.0525892,-0.811504,-0.825969,0.998219,0.172146,-0.442959,-0.0124169,0.4022824542537432
2539,0.005,0.005,0.06,0.135,0.235,0.495,0.055,0.0,0.005,0.005,0.085,0.14,0.545,0.115,0.045,0.065,0.0,0.0,0.005,0.0,0.015,0.02,0.49,0.085,0.165,0.21,0.01,0.0,0.0,0.005,0.6113815099976069,0.13690793474425483,0.37164120189854527,0.204067617538299,0.19951450160105047,0.1752456647398844,0.16010237979988198,0.14509413008282376,0.2948143157739304,0.217954,0.240093,0.253784,0.466856,0.489992,0.50377,0.417885,0.590662,0.589713,0.588133,0.585923,0.583085,0.579623,0.57554,0.570841,0.565531,0.559615,0.5531,0.545993,0.433751,0.613088,0.612103,0.610462,0.608168,0.605223,0.601629,0.597392,0.592514,0.587003,0.580862,0.5741,0.566722,0.395864,0.559537,0.558638,0.557141,0.555047,0.552359,0.54908,0.545212,0.540761,0.535731,0.530126,0.523955,0.517222,0.338007,0.575082,0.189202,-0.29209,-0.3865,-0.26225,0.43897404005199764
2540,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7656087275848126,-0.012247239093386587,-0.32642366827446107,0.22082395831295287,0.21010331958810383,0.1791907514450867,0.004049930044890624,0.0036018103482879965,0.004023745800878585,0.00687897,0.00527603,0.00449422,0.0829396,0.0726363,0.067039,0.335676,0.474464,0.473702,0.472432,0.470657,0.468377,0.465596,0.462317,0.458542,0.454277,0.449525,0.444291,0.438582,-0.111865,-0.158116,-0.157862,-0.157439,-0.156847,-0.156087,-0.155161,-0.154068,-0.15281,-0.151388,-0.149805,-0.148061,-0.146158,0.194435,0.274825,0.274383,0.273648,0.27262,0.2713,0.269689,0.267789,0.265603,0.263132,0.260379,0.257348,0.254041,0.911064,0.999842,0.911534,0.395156,0.367951,0.295444,0.4266695170352712
